name_raw,name_eng,name_hun,info_eng,info_hun,symbol,sys_raw,sys_dat,category,source,inter_val
wiener_mullermassel_1688_1755,Wiener Müllermassel,Wiener Müllermassel,"Viennese ""miller Massel"": 1/16 Metz.","jel. ""molnármesszely"", 1/16 Metz.",MM,viennese_dry_vol_1688_1755,Viennese (1688-1755),volume (dry),"Bogdán 1991, 40–42.",2.8618
wiener_achtel_1688_1755,Wiener Achtel,Wiener Achtel,Viennese octal measurer (1/8 Metz.),bécsi nyolcadmérős (1/8 Metz.),Acht.,viennese_dry_vol_1688_1755,Viennese (1688-1755),volume (dry),"Bogdán 1991, 40–42.",5.7237
wiener_viertel_1688_1755,Wiener Viertel,Wiener Viertel,Viennese quarter-measurer (1/4 Metz.),bécsi negyedmérős (1/4 Metz.),Vier.,viennese_dry_vol_1688_1755,Viennese (1688-1755),volume (dry),"Bogdán 1991, 40–42.",11.447
wiener_halbe_metzen_1688_1755,Wiener Halbe (Metzen),Wiener Halbe (Metzen),Viennese half-measurer (1/2 Metz.),bécsi félmérős (1/2 Metz.),Hal.,viennese_dry_vol_1688_1755,Viennese (1688-1755),volume (dry),"Bogdán 1991, 40–42.",22.895
wiener_metzen_1688_1755,Wiener Metzen,Wiener Metzen,"Viennese grain measurer, based unit of the system.","Bécsi mérő, a rendszer alapmértéke.",Metz.,viennese_dry_vol_1688_1755,Viennese (1688-1755),volume (dry),"Bogdán 1991, 40–42.",45.79
wiener_muth_1688_1755,Wiener Muth,Wiener Muth,"Viennese Muth, wholesale unit, 30 Metz.","bécsi mut, nagyker. egység, 30 Metz",Mut,viennese_dry_vol_1688_1755,Viennese (1688-1755),volume (dry),"Bogdán 1991, 40–42.",1373.7
wiener_becher_1756_1871,Wiener Becher,Wiener Becher,"Viennese cup, 1/128 Metz.",bécsi pohár: 1/128 Metz.,Bech.,viennese_dry_vol_1756_1871,Viennese (1756-1871),volume (dry),"Bogdán 1991, 40–42.",0.4803
wiener_futtermassel_1756_1871,Wiener Futtermassel,Wiener Futtermassel,"Viennese ""feed Massel"": 1/64 Metz.","jel. ""takarmánymesszely"", 1/64 Metz.",FM,viennese_dry_vol_1756_1871,Viennese (1756-1871),volume (dry),"Bogdán 1991, 40–42.",0.9607
wiener_kleines_massel_1756_1871,Wiener Kleines Massel,Wiener Kleines Massel,"Viennese ""minor Massel"": 1/32 Metz.","jel. ""kis messzely"", 1/32 Metz.",KM,viennese_dry_vol_1756_1871,Viennese (1756-1871),volume (dry),"Bogdán 1991, 40–42.",1.9214
wiener_mullermassel_1756_1871,Wiener Müllermassel,Wiener Müllermassel,"Viennese ""miller Massel"": 1/16 Metz.","jel. ""molnármesszely"", 1/16 Metz.",MM,viennese_dry_vol_1756_1871,Viennese (1756-1871),volume (dry),"Bogdán 1991, 40–42.",3.8429
wiener_achtel_1756_1871,Wiener Achtel,Wiener Achtel,Viennese octal measurer (1/8 Metz.),bécsi nyolcadmérős (1/8 Metz.),Acht.,viennese_dry_vol_1756_1871,Viennese (1756-1871),volume (dry),"Bogdán 1991, 40–42.",7.6858
wiener_viertel_1756_1871,Wiener Viertel,Wiener Viertel,Viennese quarter-measurer (1/4 Metz.),bécsi negyedmérős (1/4 Metz.),Vier.,viennese_dry_vol_1756_1871,Viennese (1756-1871),volume (dry),"Bogdán 1991, 40–42.",15.3714
wiener_halbe_metzen_1756_1871,Wiener Halbe (Metzen),Wiener Halbe (Metzen),Viennese half-measurer (1/2 Metz.),bécsi félmérős (1/2 Metz.),Hal.,viennese_dry_vol_1756_1871,Viennese (1756-1871),volume (dry),"Bogdán 1991, 40–42.",30.7434
wiener_metzen_1756_1871,Wiener Metzen,Wiener Metzen,"Viennese grain measurer, based unit of the system.","Bécsi mérő, a rendszer alapmértéke.",Metz.,viennese_dry_vol_1756_1871,Viennese (1756-1871),volume (dry),"Bogdán 1991, 40–42.",61.4768
wiener_muth_1756_1871,Wiener Muth,Wiener Muth,"Viennese Muth, wholesale unit, 30 Metz.","bécsi mut, nagyker. egység, 30 Metz.",Mut,viennese_dry_vol_1756_1871,Viennese (1756-1871),volume (dry),"Bogdán 1991, 40–42.",1844.6
budai_szaraz_icce_pre17c_dry,budai száraz icce,budai száraz icce,Buda dry chopine = 1 1/4 Buda liq. chopine (icce).,1 1/4 híg icce,icce,buda_dry_vol_pre17c,Buda (-17th c. start),volume (dry),"Bogdán 1991, 42.",1.0491
budai_veka_pre17c_dry,budai véka,budai véka,Buda bushel = 16 lq. chopine (icce).,16 híg icce,véka,buda_dry_vol_pre17c,Buda (-17th c. start),volume (dry),"Bogdán 1991, 42.",13.43
budai_mero_pre17c_dry,budai mérő,budai mérő,"Buda grain measurer, 4 véka",4 véka,mérő,buda_dry_vol_pre17c,Buda (-17th c. start),volume (dry),"Bogdán 1991, 42.",53.72
budai_szaraz_icce_17c_c1730_dry,budai száraz icce,budai száraz icce,Buda dry chopine = 1 1/4 Buda liq. chopine (icce).,1 1/4 híg icce,icce,buda_dry_vol_17c_c1730,Buda (17th c.-c.1730),volume (dry),"Bogdán 1991, 42.",1.1446
budai_veka_17c_c1730_dry,budai véka,budai véka,Buda bushel = 21 lq. chopine (icce).,21 híg icce,véka,buda_dry_vol_17c_c1730,Buda (17th c.-c.1730),volume (dry),"Bogdán 1991, 42.",19.23
budai_mero_17c_c1730_dry,budai mérő,budai mérő,"Buda grain measurer, 4 véka",4 véka,mérő,buda_dry_vol_17c_c1730,Buda (17th c.-c.1730),volume (dry),"Bogdán 1991, 42.",76.92
budai_szaraz_icce_c1730_18c_end_dry,budai száraz icce,budai száraz icce,Buda dry chopine = 1 1/4 Buda liq. chopine (icce).,1 1/4 híg icce,icce,buda_dry_vol_c1730_18c_end,Buda (c.1730-18th c. end),volume (dry),"Bogdán 1991, 43.",1.1446
budai_veka_c1730_18c_end_dry,budai véka,budai véka,"Buda bushel = 34 Buda liq. chopine (icce), 27 dry chopine.","34 híg icce, 27 száraz icce",véka,buda_dry_vol_c1730_18c_end,Buda (c.1730-18th c. end),volume (dry),"Bogdán 1991, 43.",31.31
budai_mero_c1730_18c_end_dry,budai mérő,budai mérő,"Buda grain measurer, 3 véka",3 véka,mérő,buda_dry_vol_c1730_18c_end,Buda (c.1730-18th c. end),volume (dry),"Bogdán 1991, 43.",93.4
erdelyi_szaraz_kupa_pre1823_dry,erdélyi (száraz) kupa,erdélyi (száraz) kupa,Transylvanian (dry goods) cup (pint): 1/64 köb.,1/64 köb.,kupa,transylvanian_dry_vol_pre1823,Transylvanian (-1823),volume (dry),"Bogdán 1991, 43.",1.3623
erdelyi_veka_pre1823_dry,erdélyi véka,erdélyi véka,Transylvanian bushel: 16 kupa,16 kupa,véka,transylvanian_dry_vol_pre1823,Transylvanian (-1823),volume (dry),"Bogdán 1991, 43.",21.8
erdelyi_kobol_pre1823_dry,erdélyi köböl,erdélyi (száraz) köböl,Transylvanian (dry goods) köböl: 4 véka,4 véka,köb.,transylvanian_dry_vol_pre1823,Transylvanian (-1823),volume (dry),"Bogdán 1991, 43.",87.2
erdelyi_szaraz_kupa_1823_1874_dry,erdélyi (száraz) kupa,erdélyi (száraz) kupa,Transylvanian (dry goods) cup (pint). Adoption of the Viennese pint. 1/64 köb.,1/64 köb. A bécsi pint adoptálása.,kupa,transylvanian_dry_vol_1823_1874,Transylvanian (1823-1874),volume (dry),"Bogdán 1991, 44.",1.4147
erdelyi_veka_1823_1874_dry,erdélyi véka,erdélyi véka,Transylvanian bushel: 21 kupa,21 kupa,véka,transylvanian_dry_vol_1823_1874,Transylvanian (1823-1874),volume (dry),"Bogdán 1991, 44.",29.7
erdelyi_ujmero_1823_1874_dry,erdélyi újmérő,erdélyi újmérő,Transylvanian new grain measurer: 2 véka,2 véka,újm.,transylvanian_dry_vol_1823_1874,Transylvanian (1823-1874),volume (dry),"Bogdán 1991, 44.",59.42
erdelyi_szaraz_kobol_1823_1874_dry,erdélyi (száraz) köböl,erdélyi (száraz) köböl,"Transylvanian (dry goods) köböl, approx. 3 véka.",közel 3 véka,köb.,transylvanian_dry_vol_1823_1874,Transylvanian (1823-1874),volume (dry),"Bogdán 1991, 44.",90.54
minim_us,minim (US),minim (US),"US minim, 1/480 fl oz","am. minim, legkisebb űrmérték, 1/480 fl oz",min,us_customary_liq_vol,US customary,volume (liquid),"Cardarelli 2003, 43.",0.000161151992
fluid_dram_us,fluid dram (US),fluid dram (US),US fluid dram: 60 min,am. folyadék dram: 60 min,fl dr,us_customary_liq_vol,US customary,volume (liquid),"Cardarelli 2003, 43.",0.003696691195
fluid_ounce_us,fluid ounce (US),fluid ounce (US),US fluid ounce: 8 fl dr,am. folyadék uncia: 8 fl dr,fl oz,us_customary_liq_vol,US customary,volume (liquid),"Butcher, Crown, and Gentry 2006, 10.",0.02957353
gill_us,gill (US),gill (US),US gill: 4 fl oz (cf. Brit. gill: 5 fl oz),am. gill: 4 fl oz (vö. brit gill: 5 fl oz),gi,us_customary_liq_vol,US customary,volume (liquid),"Cardarelli 2003, 43.",0.11829412
pint_us,pint (US),pint (US),US (fluid) pint: 4 gi,am. (folyadék) pint: 4 gi,pt (fluid),us_customary_liq_vol,US customary,volume (liquid),"Butcher, Crown, and Gentry 2006, 9.",0.4731765
quart_us,quart (US),quart (US),"US (fluid) quart, mg. ""quarter"" (gallon), 2 pt","am. (folyadék) quart, jel. ""negyed"" (gallon), 2 pt",qt (fluid),us_customary_liq_vol,US customary,volume (liquid),"Butcher, Crown, and Gentry 2006, 9.",0.9463529
gallon_us,gallon (US),gallon (US),US (fluid) gallon: 4 qt,am. (folyadék) gallon: 4 qt,gal (fluid),us_customary_liq_vol,US customary,volume (liquid),"Butcher, Crown, and Gentry 2006, 9.",3.785412
kyathos_liq,κύαθος (kyathos),κύαθος (kyathos),"Gr. long-handled, small-sized dipping cup.","gör. hosszú fülű, kis méretű merítőpohár",kyth.,attic_liq_vol,Attic,volume (liquid),"Hultsch 1882, 703, tab. X.A.",0.0456
oxybaphon_liq,ὀξυβαφον (oxybaphon),ὀξυβαφον (oxybaphon),Gr. vinegar-saucer: 1 1/2 kyth.,gör. mártásos csésze: 1 1/2 kyth.,oxy.,attic_liq_vol,Attic,volume (liquid),"Hultsch 1882, 703, tab. X.A.",0.0684
tetarton_liq,τέταρτον (tetarton),τέταρτον (tetarton),"aka. ἡμικοτύλιον (hēmikotylion), from Rom. quartaruis, identical to it, 3 kyth, 1/2 kot.","aka. ἡμικοτύλιον (hémikotylion), róm quartaruisból, azzal megegyező, 3 kyth, 1/2 kot.",tetr.,attic_liq_vol,Attic,volume (liquid),"Hultsch 1882, 703, tab. X.A.",0.1368
kotyle_liq,κοτύλη (kotylē),κοτύλη (kotylé),Gr. cup: 6 kyth,gör. csésze: 6 kyth.,kot.,attic_liq_vol,Attic,volume (liquid),"Hultsch 1882, 703, tab. X.A.",0.2736
xestes_liq,ξέστης (xestēs),ξέστης (xestés),"From the Rom. sextarius, identical to it, 2 kot.","róm. sextariusból, azzal megegyező, 2 kot.",xes.,attic_liq_vol,Attic,volume (liquid),"Hultsch 1882, 703, tab. X.A.",0.547
chous_liq,χοῦς (chous),χοῦς (chus),Gr. wine-jug: 12 kot.,gör. kancsó: 12 kot.,chs.,attic_liq_vol,Attic,volume (liquid),"Hultsch 1882, 703, tab. X.A.",3.283
metretes_liq,μετρητής (metrētēs),μετρητής (metrétés),Gr. liquid measurer: 12 choes.,gör. folyadékmérő: 12 choes,metr.,attic_liq_vol,Attic,volume (liquid),"Hultsch 1882, 703, tab. X.A.",39.39
cyathus_liq,cyathus,cyathus,"From the Att. kyathos, identical to it.","att. kyathosból, azzal megegyező",cyth.,roman_liq_vol,Roman,volume (liquid),"Hultsch 1882, 704, tab. XI.A.",0.0456
acetabulum_liq,acetabulum,acetabulum,"From the Att. oxybaphon, identical to it, 1 1/2 cyth.","att. oxybaphonból, azzal megegyező, 1 1/2 cyth.",actb.,roman_liq_vol,Roman,volume (liquid),"Hultsch 1882, 704, tab. XI.A.",0.0684
quartarius_liq,quartarius,quartarius,"mg. ""quarter"" (sextarius), 3 cyth.","jel. ""negyed"" (sextarius), 3 cyth.",quart.,roman_liq_vol,Roman,volume (liquid),"Hultsch 1882, 704, tab. XI.A.",0.1368
hemina_liq,hemina,hemina,"From the Att. kothylē, identical to it, 6 cyth.","att. kothyléból, azzal megegyező, 6 cyth.",hem.,roman_liq_vol,Roman,volume (liquid),"Hultsch 1882, 704, tab. XI.A.",0.2736
sextarius_liq,sextarius,sextarius,"mg. ""one-sixth"" (congius), 2 hem.","jel. ""hatod"" (congius), 2 hem.",sext.,roman_liq_vol,Roman,volume (liquid),"Hultsch 1882, 704, tab. XI.A.",0.547
congius_liq,congius,congius,"From the Att. chous, identical to it, 12 hem.","att. chusból, azzal megegyező, 12 hem.",cong.,roman_liq_vol,Roman,volume (liquid),"Hultsch 1882, 704, tab. XI.A.",3.283
urna_liq,urna,urna,"A vessel for drawing water,  4 cong, 1/2 amph.","vízmerítő edény, 4 cong, 1/2 amph.",urna,roman_liq_vol,Roman,volume (liquid),"Hultsch 1882, 704, tab. XI.A.",13.13
amphora_liq,amphora,amphora,"An amph. of 1 cubic foot capacity, aka. quadrantal.","1 köbláb űrtartalmú amph, aka. quadrantal.",amph.,roman_liq_vol,Roman,volume (liquid),"Hultsch 1882, 704, tab. XI.A.",26.26
culleus_liq,culleus,culleus,"A very large leather sack, 20 amph.","nagyméretű bőrtömlő, 20 amph.",cull.,roman_liq_vol,Roman,volume (liquid),"Hultsch 1882, 704, tab. XI.B.",525.3
wiener_pfiff_pre1359,Wiener Pfiff,Wiener Pfiff,Viennese jack: 1/256 Eim.,bécsi römpöly: 1/256 Eim.,Pfi.,viennese_small_liq_vol_pre1359,Viennese small (-1359),volume (liquid),"Bogdán 1991, 29.",0.22651
wiener_seidel_pre1359,Wiener Seidel,Wiener Seidel,Viennese gill: 2 Pfi.,bécsi messzely: 2 Pfi.,Sei.,viennese_small_liq_vol_pre1359,Viennese small (-1359),volume (liquid),"Bogdán 1991, 29.",0.45302
wiener_halbe_mass_pre1359,Wiener Halbe (Maß),Wiener Halbe (Maß),Viennese half-pint (chopine): 2 Sei.,bécsi icce: 2 Sei.,Hal.,viennese_small_liq_vol_pre1359,Viennese small (-1359),volume (liquid),"Bogdán 1991, 29.",0.90605
wiener_mass_pre1359,Wiener Maß,Wiener Maß,Viennese pint: 2 Hal.,bécsi pint: 2 Hal.,Maß,viennese_small_liq_vol_pre1359,Viennese small (-1359),volume (liquid),"Bogdán 1991, 29.",1.8126
wiener_eimer_pre1359,Wiener Eimer,Wiener Eimer,Viennese bucket: 32 Maß,bécsi akó: 32 Maß,Eim.,viennese_small_liq_vol_pre1359,Viennese small (-1359),volume (liquid),"Bogdán 1991, 29.",58.0037
wiener_pfiff_1359_1556,Wiener Pfiff,Wiener Pfiff,Viennese jack: 1/280 Eim.,bécsi römpöly: 1/280 Eim.,Pfi.,viennese_small_liq_vol_1359_1556,Viennese small (1359-1556),volume (liquid),"Bogdán 1991, 29.",0.20715
wiener_seidel_1359_1556,Wiener Seidel,Wiener Seidel,Viennese gill: 2 Pfi.,bécsi messzely: 2 Pfi.,Sei.,viennese_small_liq_vol_1359_1556,Viennese small (1359-1556),volume (liquid),"Bogdán 1991, 29.",0.4143
wiener_halbe_mass_1359_1556,Wiener Halbe (Maß),Wiener Halbe (Maß),Viennese half-pint (chopine): 2 Sei.,bécsi icce: 2 Sei.,Hal.,viennese_small_liq_vol_1359_1556,Viennese small (1359-1556),volume (liquid),"Bogdán 1991, 29.",0.8286
wiener_mass_1359_1556,Wiener Maß,Wiener Maß,Viennese pint: 2 Hal.,bécsi pint: 2 Hal.,Maß,viennese_small_liq_vol_1359_1556,Viennese small (1359-1556),volume (liquid),"Bogdán 1991, 29.",1.6572
wiener_eimer_1359_1556,Wiener Eimer,Wiener Eimer,Viennese bucket: 35 Maß,bécsi akó: 35 Maß,Eim.,viennese_small_liq_vol_1359_1556,Viennese small (1359-1556),volume (liquid),"Bogdán 1991, 29.",58.0037
wiener_pfiff_1557_1568,Wiener Pfiff,Wiener Pfiff,Viennese jack: 1/304 Eim.,bécsi römpöly: 1/304 Eim.,Pfi.,viennese_small_liq_vol_1557_1568,Viennese small (1557-1568),volume (liquid),"Bogdán 1991, 29.",0.1908
wiener_seidel_1557_1568,Wiener Seidel,Wiener Seidel,Viennese gill: 2 Pfi.,bécsi messzely: 2 Pfi.,Sei.,viennese_small_liq_vol_1557_1568,Viennese small (1557-1568),volume (liquid),"Bogdán 1991, 29.",0.3816
wiener_halbe_mass_1557_1568,Wiener Halbe (Maß),Wiener Halbe (Maß),Viennese half-pint (chopine): 2 Sei.,bécsi icce: 2 Sei.,Hal.,viennese_small_liq_vol_1557_1568,Viennese small (1557-1568),volume (liquid),"Bogdán 1991, 29.",0.7632
wiener_mass_1557_1568,Wiener Maß,Wiener Maß,Viennese pint: 2 Hal.,bécsi pint: 2 Hal.,Maß,viennese_small_liq_vol_1557_1568,Viennese small (1557-1568),volume (liquid),"Bogdán 1991, 29.",1.5264
wiener_eimer_1557_1568,Wiener Eimer,Wiener Eimer,Viennese bucket: 38 Maß,bécsi akó: 38 Maß,Eim.,viennese_small_liq_vol_1557_1568,Viennese small (1557-1568),volume (liquid),"Bogdán 1991, 29.",58.0037
wiener_pfiff_1569_1761,Wiener Pfiff,Wiener Pfiff,Viennese jack: 1/328 Eim.,bécsi römpöly: 1/328 Eim.,Pfi.,viennese_small_liq_vol_1569_1761,Viennese small (1569-1761),volume (liquid),"Bogdán 1991, 29.",0.17684
wiener_seidel_1569_1761,Wiener Seidel,Wiener Seidel,Viennese gill: 2 Pfi.,bécsi messzely: 2 Pfi.,Sei.,viennese_small_liq_vol_1569_1761,Viennese small (1569-1761),volume (liquid),"Bogdán 1991, 29.",0.35368
wiener_halbe_mass_1569_1761,Wiener Halbe (Maß),Wiener Halbe (Maß),Viennese half-pint (chopine): 2 Sei.,bécsi icce: 2 Sei.,Hal.,viennese_small_liq_vol_1569_1761,Viennese small (1569-1761),volume (liquid),"Bogdán 1991, 29.",0.70736
wiener_mass_1569_1761,Wiener Maß,Wiener Maß,Viennese pint: 2 Hal.,bécsi pint: 2 Hal.,Maß,viennese_small_liq_vol_1569_1761,Viennese small (1569-1761),volume (liquid),"Bogdán 1991, 29.",1.4147
wiener_eimer_1569_1761,Wiener Eimer,Wiener Eimer,Viennese bucket: 41 Maß,bécsi akó: 41 Maß,Eim.,viennese_small_liq_vol_1569_1761,Viennese small (1569-1761),volume (liquid),"Bogdán 1991, 29.",58.0037
wiener_pfiff_1762_1871,Wiener Pfiff,Wiener Pfiff,Viennese jack: 1/320 Eim.,bécsi römpöly: 1/320 Eim.,Pfi.,viennese_small_liq_vol_1762_1871,Viennese small (1762-1871),volume (liquid),"Bogdán 1991, 30.",0.17684
wiener_seidel_1762_1871,Wiener Seidel,Wiener Seidel,Viennese gill: 2 Pfi.,bécsi messzely: 2 Pfi.,Sei.,viennese_small_liq_vol_1762_1871,Viennese small (1762-1871),volume (liquid),"Bogdán 1991, 30.",0.35368
wiener_halbe_mass_1762_1871,Wiener Halbe (Maß),Wiener Halbe (Maß),Viennese half-pint (chopine): 2 Sei.,bécsi icce: 2 Sei.,Hal.,viennese_small_liq_vol_1762_1871,Viennese small (1762-1871),volume (liquid),"Bogdán 1991, 30.",0.70736
wiener_mass_1762_1871,Wiener Maß,Wiener Maß,Viennese pint: 2 Hal.,bécsi pint: 2 Hal.,Maß,viennese_small_liq_vol_1762_1871,Viennese small (1762-1871),volume (liquid),"Bogdán 1991, 30.",1.41472
wiener_eimer_1762_1871,Wiener Eimer,Wiener Eimer,Viennese bucket: 40 Maß,bécsi akó: 40 Maß,Eim.,viennese_small_liq_vol_1762_1871,Viennese small (1762-1871),volume (liquid),"Bogdán 1991, 30.",56.489
wiener_eimer_wholesl_pre1761,Wiener Eimer (wholesale),Wiener Eimer (nagyker.),Viennese bucket (wholesale),bécsi (nagykereskedelmi) akó,Eim.,viennese_wholesale_liq_vol_pre1761,Viennese wholesale (-1761),volume (liquid),"Bogdán 1991, 30.",58.0
wiener_dreiling_pre1761,Wiener Dreiling,Wiener Dreiling,Viennese dreiling barrel: 24 Eim.,bécsi dreiling: 24 Eim.,Drei.,viennese_wholesale_liq_vol_pre1761,Viennese wholesale (-1761),volume (liquid),"Bogdán 1991, 30.",1392.0
wiener_fuder_pre1761,Wiener Fuder,Wiener Fuder,Viennese fuder barrel: 32 Eim.,bécsi fuder: 32 Eim.,Fud.,viennese_wholesale_liq_vol_pre1761,Viennese wholesale (-1761),volume (liquid),"Bogdán 1991, 30.",1856.0
wiener_eimer_wholes_1762_1871,Wiener Eimer (wholesale),Wiener Eimer (nagyker.),Viennese bucket (wholesale),bécsi (nagykereskedelmi) akó,Eim.,viennese_wholesale_liq_vol_1762_1871,Viennese wholesale (1762-1871),volume (liquid),"Bogdán 1991, 30.",56.589
wiener_bierfass_1762_1871,Wiener Bierfaß,Wiener Bierfaß,Viennese beer barrel: 2 Eim.,bécsi söröshordó: 2 Eim.,Bfaß,viennese_wholesale_liq_vol_1762_1871,Viennese wholesale (1762-1871),volume (liquid),"Bogdán 1991, 30.",113.18
wiener_weinfass_1762_1871,Wiener Weinfaß,Wiener Weinfaß,Viennese wine barrel: 10 Eim.,bécsi boroshordó: 10 Eim.,Wfaß,viennese_wholesale_liq_vol_1762_1871,Viennese wholesale (1762-1871),volume (liquid),"Bogdán 1991, 30.",565.89
wiener_dreiling_1762_1871,Wiener Dreiling,Wiener Dreiling,Viennese dreiling barrel: 24 Eim.,bécsi dreiling: 24 Eim.,Drei.,viennese_wholesale_liq_vol_1762_1871,Viennese wholesale (1762-1871),volume (liquid),"Bogdán 1991, 30.",1697.67
wiener_fuder_1762_1871,Wiener Fuder,Wiener Fuder,Viennese fuder barrel: 32 Eim.,bécsi fuder: 32 Eim.,Fud.,viennese_wholesale_liq_vol_1762_1871,Viennese wholesale (1762-1871),volume (liquid),"Bogdán 1991, 30.",1810.85
budai_messzely_1762_1871,budai messzely,budai messzely,"Buda gill: 1/4 pint, 1/32 köb.","1/4 pint, 1/32 köb.",messz.,buda_liq_vol_pre17c,Buda (-17th c. start),volume (liquid),"Bogdán 1991, 31.",0.4197
budai_icce_pre17c_liq,budai icce,budai icce,Buda half-pint (chopine):,2 messz.,icce,buda_liq_vol_pre17c,Buda (-17th c. start),volume (liquid),"Bogdán 1991, 31.",0.8393
budai_pint_pre17c_liq,budai pint,budai pint,Buda pint: 2 icce,2 icce,pint,buda_liq_vol_pre17c,Buda (-17th c. start),volume (liquid),"Bogdán 1991, 31.",1.6786
budai_kobol_pre17c_liq,budai köböl,budai köböl,Buda gallon: 8 pint,8 pint,köb.,buda_liq_vol_pre17c,Buda (-17th c. start),volume (liquid),"Bogdán 1991, 31.",13.43
budai_kis_ako_pre17c_liq,budai kis akó,budai kis akó,Buda small bucket: 44 ice,44 icce,kiakó,buda_liq_vol_pre17c,Buda (-17th c. start),volume (liquid),"Bogdán 1991, 31.",36.93
budai_nagy_ako_pre17c_liq,budai nagy akó,budai nagy akó,Buda large bucket: 64 icce,64 icce,nakó,buda_liq_vol_pre17c,Buda (-17th c. start),volume (liquid),"Bogdán 1991, 31.",53.72
budai_messzely_17c_c1730_liq,budai messzely,budai messzely,Buda gill: 1/4 pint,1/4 pint,messz.,buda_liq_vol_17c_c1730,Buda (17th c.-c.1730),volume (liquid),"Bogdán 1991, 31.",0.4579
budai_icce_17c_c1730_liq,budai icce,budai icce,Buda half-pint (chopine): 2 messz.,2 messz.,icce,buda_liq_vol_17c_c1730,Buda (17th c.-c.1730),volume (liquid),"Bogdán 1991, 31.",0.9157
budai_pint_17c_c1730_liq,budai pint,budai pint,Buda pint: 2 icce,2 icce,pint,buda_liq_vol_17c_c1730,Buda (17th c.-c.1730),volume (liquid),"Bogdán 1991, 31.",1.8314
budai_kobol_17c_c1730_liq,budai köböl,budai köböl,Buda gallon: 5 pint. Falls out of use towards the end of the 17th c.,A 17. sz. vége fele kikopik a használatból: 5 pint.,köb.,buda_liq_vol_17c_c1730,Buda (17th c.-c.1730),volume (liquid),"Bogdán 1991, 31.",9.16
budai_ako_17c_c1730_liq,budai akó,budai akó,Buda bucket: 60 icce,60 icce,akó,buda_liq_vol_17c_c1730,Buda (17th c.-c.1730),volume (liquid),"Bogdán 1991, 31.",54.94
budai_messzely_c1730_18c_end_liq,budai messzely,budai messzely,Buda gill: 1/4 pint,1/4 pint,messz.,buda_liq_vol_c1730_18c_end,Buda (c.1730-18th c. end),volume (liquid),"Bogdán 1991, 31.",0.4579
budai_icce_c1730_18c_end_liq,budai icce,budai icce,Buda half-pint (chopine): 2 messz.,2 messz.,icce,buda_liq_vol_c1730_18c_end,Buda (c.1730-18th c. end),volume (liquid),"Bogdán 1991, 31.",0.9157
budai_pint_c1730_18c_end_liq,budai pint,budai pint,Buda pint: 2 icce,2 icce,pint,buda_liq_vol_c1730_18c_end,Buda (c.1730-18th c. end),volume (liquid),"Bogdán 1991, 31.",1.8314
budai_ako_c1730_18c_end_liq,budai akó,budai akó,Buda bucket: 64 icce,64 icce,akó,buda_liq_vol_c1730_18c_end,Buda (c.1730-18th c. end),volume (liquid),"Bogdán 1991, 31.",58.6
pozsonyi_rompoly_pre1592,pozsonyi römpöly,pozsonyi römpöly,Pressburg jack: 1/8 pint,1/8 pint,röm.,pressburg_small_liq_vol_pre1592,Pressburg small (-1592),volume (liquid),"Bogdán 1991, 35.",0.1679
pozsonyi_messzely_pre1592,pozsonyi messzely,pozsonyi messzely,Pressburg gill: 2 röm.,2 röm.,messz.,pressburg_small_liq_vol_pre1592,Pressburg small (-1592),volume (liquid),"Bogdán 1991, 35.",0.3357
pozsonyi_icce_pre1592,pozsonyi icce,pozsonyi icce,Pressburg half-pint (chopine): 2 messz.,2 messz.,icce,pressburg_small_liq_vol_pre1592,Pressburg small (-1592),volume (liquid),"Bogdán 1991, 35.",0.6714
pozsonyi_pint_pre1592,pozsonyi pint,pozsonyi pint,Pressburg pint: 2 icce,2 icce,pint,pressburg_small_liq_vol_pre1592,Pressburg small (-1592),volume (liquid),"Bogdán 1991, 35.",1.3428
pozsonyi_csobor_pre1592,pozsonyi csöbör,pozsonyi csöbör,Pressburg gallon: 20 icce,20 icce,csöb.,pressburg_small_liq_vol_pre1592,Pressburg small (-1592),volume (liquid),"Bogdán 1991, 35.",13.43
pozsonyi_ako_pre1592,pozsonyi akó,pozsonyi akó,Pressburg bucket: 4 csöb.,4 csöb.,akó,pressburg_small_liq_vol_pre1592,Pressburg small (-1592),volume (liquid),"Bogdán 1991, 35.",53.72
pozsonyi_rompoly_1593_1874,pozsonyi römpöly,pozsonyi römpöly,Pressburg jack: 1/8 pint,1/8 pint,röm.,pressburg_small_liq_vol_1593-1874,Pressburg small (1593-1874),volume (liquid),"Bogdán 1991, 35.",0.2098
pozsonyi_messzely_1593_1874,pozsonyi messzely,pozsonyi messzely,Pressburg gill: 2 röm.,2 röm.,messz.,pressburg_small_liq_vol_1593-1874,Pressburg small (1593-1874),volume (liquid),"Bogdán 1991, 35.",0.4197
pozsonyi_icce_1593_1874,pozsonyi icce,pozsonyi icce,Pressburg half-pint (chopine): 2 messz.,2 messz.,icce,pressburg_small_liq_vol_1593-1874,Pressburg small (1593-1874),volume (liquid),"Bogdán 1991, 35.",0.8393
pozsonyi_pint_1593_1874,pozsonyi pint,pozsonyi pint,Pressburg pint: 2 icce,2 icce,pint,pressburg_small_liq_vol_1593-1874,Pressburg small (1593-1874),volume (liquid),"Bogdán 1991, 35.",1.6786
